name	weight	ranking	foldChange	higherIn	case1	case2	case3	control1	control2	control3
ATXN2L	0.718313564120591	232	0.26364395	case	0.159047555	0.48961939	0.383020104	0.272681227	0.228764773	0.314992087
PRDX1	0.715012793230278	233	1.668258941	case	0.138120403	0.708113376	0.878228395	0.239012662	0.014400839	0.392873914
DHRS9	0.714389527083785	234	-0.309118994	control	0.084423104	0.107935253	0.970455087	0.617182559	0.646078398	0.419826917
AMPD1	0.713645133185084	235	0.14703006	case	0.466512012	0.920484982	0.450614072	0.633276999	0.15041288	0.818370199
FAM118B	0.713345381914946	236	-0.127647983	control	0.904721981	0.741629093	0.11012834	0.38475363	0.953850335	0.674894462
ING5	0.710664940067149	237	-0.135677019	control	0.86480258	0.19880716	0.49554003	0.591834206	0.51234685	0.699716103
ESF1	0.709139897416604	238	0.320978362	case	0.488987517	0.320243558	0.442777173	0.289080602	0.355150575	0.303557435
RANBP3	0.708670176429508	239	0.485504795	case	0.874942722	0.751779355	0.640917035	0.123877511	0.691622057	0.71101123
ARIH1	0.70818292686665	240	-0.182881776	control	0.104822213	0.546977086	0.530459049	0.459022394	0.22158014	0.766260738
TESK1	0.707646403670149	241	0.039839324	case	0.330202243	0.867726789	0.645452373	0.503736437	0.412073278	0.85694629
NAA30	0.702767173608989	242	0.71929916	case	0.905330607	0.861348176	0.062147052	0.661857942	0.036334902	0.365511413
ANKRD17	0.701184970536691	243	0.208691498	case	0.898939737	0.022859624	0.41973661	0.183195572	0.602900908	0.323811196
SLC12A9	0.700369541067379	244	0.17562586	case	0.283595417	0.952528145	0.682517817	0.386794416	0.318383667	0.926838908
C6orf136	0.698147940585025	245	1.414299999	case	0.068370897	0.988061286	0.014456747	0.161396968	0.206963301	0.075200568
AMPD3	0.697747973936715	246	-0.538530338	control	0.059095313	0.1535188	0.918926537	0.661209152	0.966755875	0.824071893
MRPL15	0.695436443082378	247	-0.144919611	control	0.267747536	0.708671064	0.103672124	0.291448356	0.705763049	0.265933837
UBE2A	0.694902920496989	248	-0.117209171	control	0.662516098	0.202616096	0.373014325	0.724936308	0.244108071	0.433492303
PDLIM2	0.69331349740241	249	0.455631662	case	0.478497497	0.997041444	0.354473095	0.904921196	0.326097342	0.026175905
FUCA1	0.691453098813723	250	-0.146014382	control	0.75819453	0.217792036	0.329409691	0.540817926	0.537535656	0.450239205
GOT1L1	0.691189229271193	251	0.264849421	case	0.130974086	0.70590001	0.545261877	0.562635833	0.171572304	0.358519543
PROSER3	0.690669142380331	252	0.051297583	case	0.714242407	0.214478868	0.885618134	0.434984158	0.458682511	0.832142882
NR1D2	0.690084579256376	253	-0.267387967	control	0.193202312	0.339089801	0.604178746	0.971592754	0.37252639	0.207139651
ENPP7	0.689023069077314	254	0.110972862	case	0.678568639	0.110408049	0.547061106	0.908697327	0.144134245	0.149752074
NRDC	0.687466619742027	255	-0.019886435	control	0.801075757	0.620425186	0.188267617	0.123235846	0.931949934	0.587244869
MTA1	0.687358399403696	256	0.969926871	case	0.887860955	0.925837989	0.654620743	0.263679654	0.393613328	0.595707687
TSTD2	0.684320844074304	257	-0.23865988	control	0.052192152	0.990385282	0.638545737	0.846152344	0.726669335	0.635288896
PSMD6	0.683767710931583	258	-0.222005456	control	0.648027115	0.073094306	0.704824099	0.192028023	0.791343687	0.849476001
RRAD	0.683495507692552	259	0.780636864	case	0.72308996	0.476507753	0.534425017	0.398748973	0.337731007	0.237341669
VASN	0.678950665498254	260	-0.581533867	control	0.002238199	0.182228015	0.439203748	0.817863312	0.39294927	0.279558831
CAPZB	0.678000534448261	261	0.068706861	case	0.270831502	0.531685314	0.046534464	0.501267453	0.025853307	0.267345255
CRYZ	0.677600524047734	262	0.269791361	case	0.301953469	0.464627771	0.557857691	0.919576138	0.092530578	0.030929937
PCDHGA7	0.67650784079487	263	0.083056965	case	0.265301726	0.535117267	0.839657228	0.775257712	0.017447981	0.721597132
OARD1	0.675999874115613	264	-0.790020643	control	0.120912385	0.069973149	0.24408577	0.541268467	0.934172713	0.596054366
HSPA12A	0.674121679009063	265	0.308465245	case	0.650530624	0.613682348	0.834768312	0.287584055	0.834364188	0.482206925
BNIP2	0.67376433187999	266	0.639280069	case	0.450388154	0.650618544	0.389827192	0.462385368	0.144827989	0.302230928
CDK5	0.673583532306214	267	-0.053430829	control	0.427792596	0.751223606	0.219165983	0.660955065	0.378026727	0.438123344
SLCO3A1	0.672208035216727	268	0.022767418	case	0.683188785	0.269046815	0.219061891	0.003605305	0.332398562	0.809219838
COLGALT1	0.671103187580155	269	0.238568882	case	0.437418476	0.606537246	0.625803331	0.375418784	0.763926622	0.208790396
HIST2H2AA4	0.669193468169111	270	0.065232751	case	0.289484866	0.613545883	0.428641341	0.603301	0.39181833	0.25500379
MYL9	0.668574890264944	271	0.086792533	case	0.550810875	0.29820099	0.946733471	0.99342779	0.510430957	0.14847625
EDRF1	0.666719506046494	272	0.257151717	case	0.910802232	0.387862895	0.640389225	0.008984853	0.917812203	0.615621671
ULK3	0.665269945243287	273	-0.511824462	control	0.847910522	0.342105172	0.023912881	0.752112654	0.739791841	0.994759586
KCNJ3	0.663060376190738	274	0.873789523	case	0.215169613	0.601542594	0.442541152	0.366120002	0.048806118	0.257109528
GRAMD1C	0.662215360447538	275	0.373249828	case	0.252853745	0.834011655	0.089436965	0.121243677	0.00291835	0.732420906
MAP4	0.66210009328207	276	-0.038944499	control	0.572239218	0.752857841	0.633333468	0.817176415	0.322522636	0.898092237
ETFA	0.661446714250263	277	1.014297602	case	0.816911179	0.717469602	0.744444448	0.303473119	0.495472931	0.332378948
NOL8	0.659341184259834	278	-0.481093506	control	0.310679016	0.305053115	0.210030797	0.660071908	0.656462947	0.274817223
DOK2	0.659111312806854	279	-0.335081017	control	0.79848583	0.479419104	0.13203117	0.725869758	0.911313227	0.483280019
ABCG8	0.65795811226944	280	-0.110319755	control	0.557292681	0.828981893	0.33349213	0.625844781	0.865829381	0.44134246
USP42	0.657045037216022	281	0.408552037	case	0.628693342	0.070763582	0.955369765	0.423730001	0.240640116	0.510472307
SARS2	0.655628124184556	282	0.145227674	case	0.049857501	0.918922487	0.293958774	0.750115801	0.333847083	0.018646485
TPP2	0.655095978368141	283	0.010442607	case	0.7266371	0.126098827	0.925232417	0.93291211	0.412305545	0.414375944
APEX2	0.653330320369338	284	0.007181816	case	0.069367603	0.913813504	0.412273159	0.414835533	0.959500529	0.01116777
KLK15	0.652081525715332	285	0.068280534	case	0.859593453	0.619157353	0.67111655	0.764640454	0.308915382	0.938899963
GTF2H1	0.650629948128032	286	0.732538337	case	0.68963784	0.574249554	0.835159638	0.458066938	0.03979647	0.713680942
INADL	0.649358746529001	287	-0.337697487	control	0.471567877	0.844833449	0.037262279	0.789846368	0.564458152	0.689570564
HERC2	0.645751100531398	288	-0.583389532	control	0.203698875	0.456350724	0.03449262	0.950545048	0.463062926	0.253518207
MAP3K13	0.645579304666025	289	-0.192080651	control	0.213270389	0.128265056	0.94293788	0.396542886	0.713714361	0.479596154
RPGRIP1L	0.645295719313487	290	2.644906077	case	0.81131742	0.991306921	0.281960435	0.53977582	0.018283885	0.013857577
TMEM19	0.645172822995348	291	-0.572342302	control	0.213660585	0.560856738	0.268160914	0.817370524	0.717737068	0.903006446
TXNL4A	0.644989753034534	292	-0.457972347	control	0.155221621	0.347186298	0.601579798	0.769507447	0.773318951	0.493947393
HEATR1	0.644206311361358	293	-0.324716901	control	0.237868792	0.96854594	0.150086578	0.719665612	0.778017556	0.511105904
PFKM	0.644085818423362	294	-0.112303315	control	0.950837559	0.29810486	0.299940923	0.380306063	0.617391945	0.747135973
AR	0.643234106940034	295	0.957572217	case	0.236879783	0.269811633	0.991193748	0.17027459	0.423524871	0.171375458
TADA3	0.642389925104526	296	-0.328787343	control	0.956344658	0.094807682	0.473817863	0.898424694	0.577843795	0.795694331
ECH1	0.640056253376155	297	-0.41533007	control	0.654882898	0.393434594	0.002790421	0.90995161	0.3351974	0.552631001
CHPF2	0.639930370392182	298	1.120550914	case	0.47421516	0.909411483	0.801320065	0.027398851	0.666150366	0.336818266
UGT1A3	0.638361974896685	299	0.813794667	case	0.511874431	0.951107358	0.906606243	0.233564709	0.214835657	0.85802537
ATG12	0.637920749171789	300	0.751106083	case	0.894235714	0.361932727	0.715905408	0.710380975	0.415545709	0.000260855
FAM83D	0.637734017278605	301	2.568881753	case	0.559677932	0.919777195	0.496191997	0.039013692	0.212221714	0.302340548
RSAD2	0.637501236487765	302	-0.22592814	control	0.5874034	0.004392613	0.132010874	0.281695881	0.019821917	0.633546405
UBE2S	0.633619064008014	303	-0.221119425	control	0.789620465	0.036759737	0.623922644	0.410644612	0.677499332	0.773890999
VPS39	0.630603912133686	304	0.16196787	case	0.229468775	0.796815788	0.498445424	0.014228277	0.550293945	0.747674118
CABLES2	0.629524052851101	305	-0.108927166	control	0.332117892	0.286445866	0.852190649	0.78754053	0.740317886	0.122685008
SPRR2A	0.628119103521096	306	0.63269093	case	0.975957518	0.165297621	0.38521588	0.051170867	0.68526704	0.198503905
WNK2	0.626901509093195	307	0.142309433	case	0.864254686	0.342421403	0.609049324	0.967031884	0.330671886	0.291817738
HELZ2	0.620573635836441	308	-0.471459818	control	0.488485679	0.163566156	0.316320497	0.282062873	0.567413399	0.982687803
HTR1A	0.619639176924652	309	-0.024790053	control	0.37972394	0.166352508	0.547642742	0.708416645	0.242635508	0.170469621
ST8SIA6	0.619080856675795	310	0.158393519	case	0.504810623	0.55348342	0.72876408	0.593382473	0.108900914	0.840420447
HIST1H2BD	0.618924778123305	311	-0.206795625	control	0.620278122	0.832707574	0.070687676	0.523551092	0.755891184	0.641466662
FAS	0.617388763954745	312	0.204261029	case	0.290185567	0.976146535	0.420557515	0.154058328	0.307495938	0.939213156
CRY2	0.616699894336789	313	-0.187611942	control	0.491145804	0.035016022	0.899981435	0.096433623	0.723248195	0.935813288
MYL5	0.614780026596316	314	-0.671125779	control	0.120199513	0.251329283	0.289772416	0.857014693	0.593647043	0.560141091
LYZ	0.614629194324132	315	2.728069563	case	0.850678903	0.935114116	0.692658864	0.029515208	0.119169323	0.516123848
KLHL21	0.613864765292363	316	-0.447321911	control	0.199834125	0.052305221	0.767636166	0.872530821	0.454664028	0.51795793
FGFR1OP	0.61386059505054	317	-0.447157462	control	0.207031948	0.429915302	0.435315806	0.324324555	0.769071433	0.846149149
RNF32	0.613717258420128	318	0.124505213	case	0.903664526	0.889904232	0.464798013	0.55902912	0.714397661	0.734893629
ME3	0.611872176798615	319	0.477174154	case	0.413183359	0.540257907	0.966575933	0.597060789	0.626104781	0.076625111
MT-ND4	0.610825949687488	320	-0.008803998	control	0.444330359	0.113276453	0.842344702	0.740425535	0.378971658	0.292988964
KRT5	0.610446566439828	321	0.302908711	case	0.87986644	0.950581591	0.258094618	0.306396105	0.36930818	0.927280354
CREM	0.608114181349688	322	1.914094012	case	0.430069463	0.35670575	0.561335047	0.339706962	0.026944484	0.095965838
TNIK	0.607605310564352	323	-0.353520329	control	0.253749207	0.546312979	0.625020002	0.966949104	0.623439836	0.613983836
TMEM87B	0.606139166231606	324	0.107903568	case	0.767243595	0.131353685	0.731278705	0.591944835	0.24817996	0.631010449
HACD2	0.603829508749812	325	-0.179339978	control	0.499648778	0.141149824	0.970698973	0.18046811	0.845584759	0.937607517
APOL2	0.603051060044045	326	0.074227633	case	0.835713348	0.61553188	0.843180913	0.403811623	0.873756073	0.858316796
KRT10	0.601346094254829	327	0.58320704	case	0.855771891	0.79675142	0.983420873	0.667190397	0.644938448	0.352810811
CENPK	0.59848756193256	328	-0.433435251	control	0.228432322	0.604313506	0.463713561	0.921075222	0.405920641	0.961285203
PGAM2	0.598005259559691	329	0.903445713	case	0.888390935	0.610687951	0.641631168	0.629463131	0.398550434	0.096636347
EXOC6B	0.597436790067751	330	0.702549073	case	0.837840691	0.46839876	0.432763215	0.174037524	0.755119085	0.092254576
PRPF40A	0.596743802050488	331	-0.411585294	control	0.622391433	0.039267746	0.269467553	0.225850688	0.998143207	0.358438906
STXBP5L	0.595820023228063	332	-0.001176492	control	0.82449942	0.346309504	0.270185464	0.3676393	0.94632757	0.128724833
PPM1G	0.593174705169208	333	-0.678623191	control	0.231095363	0.096226761	0.567779032	0.875837577	0.909700719	0.999669379
HSD17B2	0.593103184955249	334	-0.493572166	control	0.175239442	0.582294809	0.406432206	0.832087961	0.973413085	0.492884587
DLG4	0.593098196266203	335	0.236685115	case	0.816855174	0.386422801	0.364477175	0.320839943	0.550827762	0.39603992
TOM1L1	0.591157019335551	336	0.277869648	case	0.856656477	0.781084518	0.152232857	0.617309919	0.533664735	0.249773735
HMG20A	0.590729815872983	337	-0.571474927	control	0.581093228	0.451123791	0.098361951	0.953910377	0.70423324	0.980159345
SH3BP5	0.589612224609026	338	0.236282893	case	0.959380581	0.083582114	0.426939609	0.003334562	0.34491239	0.840722266
TRIM3	0.589397306346545	339	0.79470796	case	0.551961846	0.766299363	0.680041946	0.032328338	0.292829641	0.788283984
PRICKLE3	0.589379482134796	340	0.197908805	case	0.9912032	0.416922007	0.631919149	0.141244158	0.576704963	0.985055605
PEX3	0.587200686173216	341	1.152957672	case	0.81763486	0.80861251	0.787552973	0.133454529	0.428308846	0.559392129
C17orf53	0.587068781068013	342	-0.282065855	control	0.720723428	0.465403417	0.58432498	0.653085542	0.841915498	0.971035485
RMI1	0.581229664436586	343	1.259274285	case	0.864622013	0.951197091	0.987958942	0.067344188	0.562000852	0.611663217
BLMH	0.576622335269014	344	0.672590451	case	0.239877473	0.842177573	0.289636086	0.384680005	0.1088462	0.326573618
KDM4D	0.576595567775278	345	-0.599916281	control	0.402088619	0.233090272	0.003873536	0.509456125	0.781537245	0.306303387
ABHD16B	0.575240544824983	346	-0.189336125	control	0.127579062	0.859845708	0.24677892	0.952091372	0.442645615	0.127723467
MUC5B	0.574691506274377	347	0.079763073	case	0.437773114	0.463909193	0.255017609	0.009230354	0.843631921	0.218391174
BORA	0.573738701774179	348	0.554106462	case	0.812832533	0.791040324	0.701552809	0.042039038	0.86002476	0.581377474
HNRNPAB	0.573179891510593	349	-0.084305115	control	0.637151223	0.013794557	0.649782785	0.946926373	0.160863679	0.312692454
COX5B	0.571168243892834	350	-0.294854999	control	0.631930798	0.169237963	0.045658323	0.785220908	0.400029716	0.015675545
TWISTNB	0.570353339236255	351	0.318303253	case	0.584523479	0.862187431	0.012845747	0.699654849	0.371163799	0.036329236
MUC13	0.569914349014358	352	0.076511502	case	0.771485147	0.213777575	0.262088963	0.255116455	0.684679742	0.218901766
ELF4	0.56983149379317	353	0.191931745	case	0.696314463	0.895969831	0.088852461	0.821586116	0.313801921	0.275042353
ACP5	0.569458425859217	354	-0.415782758	control	0.068582349	0.268124427	0.883438702	0.318165717	0.968494148	0.801853431
RIN1	0.567635438025136	355	-0.331043032	control	0.728444034	0.804069263	0.007635555	0.945056075	0.957698739	0.399558975
TANGO2	0.563495506068162	356	-0.295903923	control	0.47388687	0.181603467	0.267325055	0.292051878	0.509767188	0.508819385
COL22A1	0.563050714329366	357	0.172291569	case	0.309149619	0.767214736	0.448339381	0.54709596	0.331736411	0.421785817
GABRA2	0.561445487419883	358	-0.107517948	control	0.255962141	0.492934319	0.632993568	0.172756294	0.631146447	0.744464562
PLG	0.560833396451542	359	-0.20737667	control	0.607415791	0.570255869	0.398458235	0.850223982	0.661394631	0.476879374
IRS4	0.560113444003007	360	-0.172817795	control	0.545886209	0.602537261	0.026860384	0.487183502	0.205316779	0.728327979
TRAPPC3	0.557317047715037	361	0.112323382	case	0.579884973	0.992928441	0.665238452	0.299784703	0.857763287	0.854503455
TSHB	0.557116139480797	362	-0.30596887	control	0.714471636	0.361006696	0.578574464	0.669364171	0.930232869	0.783657434
WDR72	0.555994970075604	363	2.451213441	case	0.85835276	0.402969909	0.074086517	0.048028613	0.203959494	0.134950924
NTN1	0.553800074015867	364	-0.258419332	control	0.496799422	0.767335868	0.076918942	0.62202879	0.496451989	0.689891918
ALDH18A1	0.552941825691261	365	0.021457802	case	0.282205165	0.774994177	0.510633605	0.25962308	0.673396626	0.601877716
PLPP2	0.550755647407727	366	0.201130156	case	0.498104487	0.750838889	0.672335844	0.905411643	0.333704421	0.360443493
COL16A1	0.550467405320711	367	3.170691546	case	0.373578783	0.195695731	0.890687873	0.138167156	0.17361905	0.038266625
RPL36A	0.550274236761594	368	-0.527526648	control	0.084649189	0.480900336	0.268186373	0.947922139	0.094149754	0.722548045
ZBED5	0.550075064418023	369	0.679794092	case	0.084997065	0.398117647	0.843982361	0.540981283	0.218924283	0.030129997
GLT8D1	0.549567876186815	370	0.039804236	case	0.243647913	0.098756312	0.958478804	0.302752326	0.08106422	0.867268019
HDGF	0.547618978580024	371	0.563182721	case	0.814920271	0.404383857	0.396076941	0.627455609	0.042967713	0.36296903
PCDHGC4	0.545244062198411	372	1.070431093	case	0.003090698	0.268440158	0.268169434	0.055752562	0.109655161	0.095262768
SCHIP1	0.545241930189528	373	-0.03716266	control	0.846303638	0.382040915	0.385145351	0.886961615	0.706963279	0.081840926
ARMCX1	0.543284252749573	374	0.413945663	case	0.555443539	0.314620748	0.650345274	0.319027136	0.509646637	0.246621834
PFDN1	0.542486621082793	375	-0.19037056	control	0.583132968	0.721326927	0.078548206	0.045151876	0.910136134	0.752910869
RRAS	0.541482588423314	376	0.086195065	case	0.21444574	0.817687744	0.950395335	0.700878852	0.59096393	0.533362361
PAPSS1	0.54125696534778	377	0.152129705	case	0.599438249	0.937449567	0.594182913	0.609054494	0.452946116	0.787678917
TRIM8	0.53922341873659	378	-0.514261402	control	0.708908979	0.329975281	0.129013043	0.624530133	0.827956081	0.951887882
FKRP	0.538875114256029	379	0.031293103	case	0.784854591	0.817118851	0.574932502	0.789255941	0.892954792	0.428640137
THBD	0.538151013594407	380	0.526677201	case	0.682457664	0.862339211	0.709445292	0.297321938	0.519903186	0.659342526
CCL13	0.535552391452369	381	-0.416095861	control	0.944783992	0.226045437	0.310469356	0.616295124	0.959152206	0.961439611
CARM1	0.535120190236234	382	0.064193999	case	0.877469536	0.479109783	0.540215087	0.199110302	0.902954948	0.680311278
PLEKHF2	0.533480060855813	383	-0.648544261	control	0.112462378	0.407619445	0.054539674	0.173954964	0.799976566	0.661043898
CWC25	0.53331264270668	384	0.19007732	case	0.338084794	0.823703645	0.576451321	0.589103551	0.265053593	0.606453634
TOR1A	0.53283478564956	385	0.312906727	case	0.973704903	0.861656725	0.535205898	0.829109418	0.627515047	0.348962693
NDUFS2	0.531433268122008	386	-0.108605185	control	0.427193551	0.33786974	0.945282009	0.229585395	0.857565587	0.831578263
DSE	0.531261756843832	387	-0.622026358	control	0.120508166	0.008295657	0.585099389	0.631882301	0.326580903	0.930301338
LY6G6C	0.530814875588139	388	0.098341668	case	0.123693457	0.445789	0.26243192	0.27890231	0.004808464	0.473716902
CDCA5	0.530107999980754	389	-0.103545527	control	0.567430056	0.675191146	0.631622378	0.834956801	0.36610119	0.889671252
TMX3	0.527718104582934	390	0.450980312	case	0.981993281	0.768335147	0.411184891	0.594790142	0.558240701	0.33666085
ZNF473	0.525609736535591	391	0.004947522	case	0.227810705	0.521122049	0.422531388	0.555181923	0.137563028	0.472951879
UBXN11	0.525095840809228	392	-0.003061048	control	0.354506244	0.993342764	0.290586653	0.058123818	0.615205797	0.970136777
PALM	0.523596071921231	393	0.834281396	case	0.111184984	0.878327699	0.634461697	0.211835944	0.079297395	0.594213033
SLC5A8	0.523249843961214	394	0.753556438	case	0.413769939	0.56287923	0.698985353	0.373834917	0.027251564	0.554477016
HLA-B	0.523104636865495	395	0.014440447	case	0.156807888	0.712710918	0.911985021	0.453234818	0.560319009	0.742590491
PON2	0.522199819493933	396	0.786331954	case	0.846710959	0.21907736	0.765284867	0.502367434	0.275845535	0.246833457
GMPR2	0.522011578805557	397	-0.238156163	control	0.339757164	0.988567891	0.427356687	0.785375111	0.913981417	0.605160035
MAP2	0.521981259694099	398	-0.303573748	control	0.445656211	0.304298469	0.737384638	0.648636599	0.512563385	0.974473843
RRAS2	0.521406921805295	399	0.586970211	case	0.326388135	0.566620582	0.640209846	0.450528095	0.202117632	0.313483665
OR2M7	0.518499669460245	400	0.23169014	case	0.143637595	0.234302833	0.90546275	0.467901723	0.188197329	0.385886377
CORO1C	0.518087840973396	401	0.128573354	case	0.44842788	0.912875426	0.112699492	0.684202783	0.326984211	0.294889206
CARS	0.517349233632873	402	0.178725192	case	0.407730162	0.809913803	0.066520692	0.250074733	0.051902484	0.7874749
TH	0.516699703376943	403	-0.22025671	control	0.995381777	0.395870964	0.622699822	0.88659776	0.978224034	0.718018723
KCNMA1	0.516202663397852	404	0.155389687	case	0.956434557	0.925868543	0.672650514	0.988340077	0.926209757	0.296785133
AP2S1	0.516160320975267	405	0.235255476	case	0.630205125	0.054297354	0.828893745	0.346470554	0.56488317	0.313814877
TLN2	0.515418545179978	406	-0.550319396	control	0.196204919	0.242516309	0.382514192	0.220448243	0.648320621	0.957494959
MLLT1	0.515296236249035	407	-0.568561357	control	0.053977659	0.469105204	0.32599767	0.552928709	0.453497507	0.961595302
TRIM14	0.514321677398306	408	1.139035427	case	0.827803931	0.927112147	0.214165804	0.225546129	0.474905196	0.220095318
WDR13	0.513402218344765	409	-0.104490191	control	0.031459936	0.206037377	0.678532461	0.069009852	0.852920887	0.100983543
ACSF3	0.512273552595416	410	0.512834691	case	0.638243709	0.88632811	0.328087741	0.280265224	0.767300602	0.177062067
TIMMDC1	0.512146572773542	411	-0.21800152	control	0.747196944	0.276995239	0.886391471	0.875724003	0.98684875	0.5806336
MAP3K8	0.511238454761319	412	-0.047972017	control	0.829561804	0.120262771	0.022627987	0.097989165	0.764566782	0.158897812
TOMM34	0.50978799400869	413	0.576818587	case	0.934709238	0.821019401	0.14981173	0.355182617	0.528414418	0.324874494
FKBP6	0.508132007325918	414	0.030179011	case	0.917056748	0.413237746	0.660732145	0.114059615	0.824557518	0.99408254
DNAJC13	0.507885308540296	415	0.488876705	case	0.233167686	0.703796735	0.786386644	0.060709448	0.831383005	0.265391615
AMD1	0.507821480549943	416	0.039733661	case	0.698199766	0.107040155	0.311820904	0.385352105	0.624099306	0.064920678
HOMER3	0.507674291681839	417	-0.520545753	control	0.269010608	0.399193404	0.127466836	0.706077628	0.783247901	0.170208937
BAG3	0.506729645061984	418	-0.473322041	control	0.10936121	0.432376827	0.153639831	0.427047958	0.768907413	0.124354044
MRPL23	0.505692448683919	419	0.657591697	case	0.925858038	0.203504053	0.190918204	0.659176067	0.050914633	0.086414433
USP48	0.505403407519289	420	-0.112555786	control	0.877634138	0.394607218	0.253352342	0.926620602	0.521525805	0.270940466
RHOA	0.505193068431356	421	-0.16770932	control	0.467410027	0.828801698	0.381289008	0.905531348	0.551075659	0.558915662
CCNE2	0.504359780762734	422	-0.448357683	control	0.821442194	0.259965279	0.426504251	0.748955615	0.998425292	0.986114474
IGSF8	0.50154387632697	423	-0.092728289	control	0.001357829	0.47991368	0.378792075	0.413619453	0.206947941	0.327399542
HPS4	0.501144071620637	424	0.532166517	case	0.949706354	0.243873102	0.734179907	0.401210546	0.833760066	0.023221198
AGBL5	0.499317543098154	425	3.816086096	case	0.968777663	0.601023485	0.833466982	0.325143401	0.150015388	0.02384976
NEUROG1	0.494894581780918	426	0.117474445	case	0.857374061	0.347915687	0.930248163	0.318613734	0.781641321	0.810784541
SLC29A4	0.492794046122532	427	0.983921608	case	0.963468466	0.826998332	0.79774246	0.492511776	0.24155477	0.570525957
FARP2	0.492421401561606	428	1.578225813	case	0.872812993	0.88728468	0.818434616	0.305545803	0.12631448	0.568258588
ARFGEF2	0.491141242071711	429	-0.448391055	control	0.052223528	0.15134056	0.996880488	0.83988299	0.891582572	0.444794607
XIAP	0.490250621804489	430	-0.010646853	control	0.58410285	0.678778342	0.29477297	0.630224056	0.581012919	0.363179771
HTRA1	0.48878020153305	431	0.773569887	case	0.255427455	0.820750251	0.248946675	0.181581769	0.562447292	0.003121864
DDIT4	0.488611168068191	432	1.076988081	case	0.635883199	0.703952831	0.807013775	0.658453456	0.102093795	0.273088823
MRPL20	0.487524639007083	433	-0.603784787	control	0.316071201	0.012755563	0.260548082	0.087335524	0.591480868	0.808695513
MDC1	0.485258809822885	434	-0.134459231	control	0.57068285	0.346648686	0.923956336	0.615725142	0.754481359	0.757120065
NCAN	0.485250739926732	435	-0.221988275	control	0.123860507	0.473030641	0.418884463	0.424285581	0.674289716	0.207029204
COPS4	0.485154691181415	436	-0.557119159	control	0.489915162	0.083820882	0.012409946	0.513956105	0.162964103	0.646564431
MKL2	0.484985012265265	437	-0.413370592	control	0.059641624	0.723595912	0.35830692	0.531691537	0.593670477	0.820575983
TXN	0.483824883183887	438	0.855967979	case	0.519932255	0.981175704	0.016370661	0.179986137	0.110970247	0.526664737
ITGA10	0.483117658218534	439	1.001108602	case	0.920790108	0.503413843	0.904282492	0.627409164	0.295210412	0.240978662
FAM189A2	0.481757359283581	440	-0.315432473	control	0.587820626	0.138864837	0.522068881	0.842198152	0.240282117	0.741670446
ELAVL1	0.478774086979043	441	-0.056556566	control	0.213284894	0.751304162	0.514951805	0.579859264	0.449965832	0.538409743
SLC35E2B	0.478112808942906	442	0.028004582	case	0.706107595	0.233375413	0.113755362	0.348368402	0.424902843	0.25127513
PKP2	0.477865346178079	443	-0.005845823	control	0.608559478	0.808652253	0.625242599	0.621254887	0.938674618	0.49453486
CCDC53	0.474710003612981	444	0.161411741	case	0.699133559	0.863937641	0.36394618	0.267229092	0.618652743	0.773320765
ZCCHC11	0.474312083106096	445	0.127414205	case	0.618091239	0.288070644	0.231278078	0.090590152	0.262829072	0.655473476
NAF1	0.470696635874201	446	0.119286332	case	0.899156434	0.826199029	0.734309066	0.682116061	0.909187052	0.606226205
HSF5	0.470598959727016	447	-0.184628821	control	0.603296376	0.241936831	0.439024888	0.96119498	0.2155993	0.398265187
GAL3ST1	0.469948705129241	448	-0.367486822	control	0.168690279	0.275196493	0.219118953	0.006912764	0.603543185	0.437752606
TMED9	0.468933678773109	449	-0.144904054	control	0.498227929	0.910535782	0.630183351	0.841890256	0.640005911	0.902569662
CHCHD7	0.466389296693143	450	-0.761050466	control	0.14166298	0.071284882	0.300041215	0.867161872	0.971782796	0.307906461
CRK	0.465725204435141	451	0.144744464	case	0.775304853	0.657729272	0.130856683	0.090048522	0.530925141	0.745174728
BACE2	0.465260851971691	452	1.645012403	case	0.651368343	0.867518386	0.554762326	0.350347862	0.060095596	0.373541167
TRAM2	0.463057825671424	453	-0.634035148	control	0.331989333	0.208258389	0.180516896	0.810832551	0.305566322	0.853092496
CFTR	0.463042712596264	454	0.459357149	case	0.049861885	0.759783471	0.903856576	0.359652173	0.346290121	0.468206155
RBMXL3	0.46199820413596	455	0.416007934	case	0.601398755	0.251503789	0.783406784	0.543873364	0.264257438	0.347448407
GPR146	0.459712428749353	456	-0.395378991	control	0.084370471	0.961745605	0.004719478	0.252379511	0.987674556	0.497952948
CCDC86	0.458620542739682	457	-0.423513603	control	0.170903235	0.376689193	0.247546003	0.465908353	0.548724636	0.364650952
HIST4H4	0.457887015850102	458	-0.458930183	control	0.465662408	0.199157182	0.335966096	0.969074471	0.128181357	0.752386592
CHMP1A	0.456370455255218	459	-0.461380222	control	0.371723308	0.326176172	0.05568849	0.672717281	0.162207409	0.564184667
GTF2F2	0.454915385323753	460	-0.102249405	control	0.722902973	0.234251243	0.849828295	0.59730208	0.503441463	0.912045444
RAB11FIP3	0.454667841051699	461	0.343316635	case	0.940336654	0.368311038	0.857543809	0.59207458	0.542899457	0.477595513
EFCAB14	0.454460742891694	462	-0.573820673	control	0.169198332	0.626955379	0.045395275	0.749009335	0.691506136	0.534120399
